round,datetime,date,year,month,day,day_of_week,hour,season,original_load_mw,load_scale,load_mw,load_type
969,2020-08-10 08:00:00,2020-08-10,2020,8,10,Monday,9,summer,5405.109905,0.95,5134.9,hourly_chronological
970,2020-08-10 09:00:00,2020-08-10,2020,8,10,Monday,10,summer,5815.397838,0.95,5524.6,hourly_chronological
971,2020-08-10 10:00:00,2020-08-10,2020,8,10,Monday,11,summer,6194.266668,0.95,5884.6,hourly_chronological
972,2020-08-10 11:00:00,2020-08-10,2020,8,10,Monday,12,summer,6545.8499600000005,0.95,6218.6,hourly_chronological
973,2020-08-10 12:00:00,2020-08-10,2020,8,10,Monday,13,summer,6839.155036,0.95,6497.2,hourly_chronological
974,2020-08-10 13:00:00,2020-08-10,2020,8,10,Monday,14,summer,7128.795507999999,0.95,6772.4,hourly_chronological
975,2020-08-10 14:00:00,2020-08-10,2020,8,10,Monday,15,summer,7312.837861,0.95,6947.2,hourly_chronological
976,2020-08-10 15:00:00,2020-08-10,2020,8,10,Monday,16,summer,7392.887538999999,0.95,7023.2,hourly_chronological
977,2020-08-10 16:00:00,2020-08-10,2020,8,10,Monday,17,summer,7270.023936,0.95,6906.5,hourly_chronological
978,2020-08-10 17:00:00,2020-08-10,2020,8,10,Monday,18,summer,6889.879022,0.95,6545.4,hourly_chronological
979,2020-08-10 18:00:00,2020-08-10,2020,8,10,Monday,19,summer,6568.225296,0.95,6239.8,hourly_chronological
980,2020-08-10 19:00:00,2020-08-10,2020,8,10,Monday,20,summer,6439.650185,0.95,6117.7,hourly_chronological
981,2020-08-10 20:00:00,2020-08-10,2020,8,10,Monday,21,summer,6027.7942889999995,0.95,5726.4,hourly_chronological
982,2020-08-10 21:00:00,2020-08-10,2020,8,10,Monday,22,summer,5465.204193,0.95,5191.9,hourly_chronological
983,2020-08-10 22:00:00,2020-08-10,2020,8,10,Monday,23,summer,4969.007429,0.95,4720.6,hourly_chronological
984,2020-08-10 23:00:00,2020-08-10,2020,8,10,Monday,24,summer,4604.260351,0.95,4374.0,hourly_chronological
985,2020-08-11 00:00:00,2020-08-11,2020,8,11,Tuesday,1,summer,4363.544761,0.95,4145.4,hourly_chronological
986,2020-08-11 01:00:00,2020-08-11,2020,8,11,Tuesday,2,summer,4199.257307,0.95,3989.3,hourly_chronological
987,2020-08-11 02:00:00,2020-08-11,2020,8,11,Tuesday,3,summer,4092.860277,0.95,3888.2,hourly_chronological
988,2020-08-11 03:00:00,2020-08-11,2020,8,11,Tuesday,4,summer,4071.0089930000004,0.95,3867.5,hourly_chronological
989,2020-08-11 04:00:00,2020-08-11,2020,8,11,Tuesday,5,summer,4139.905402,0.95,3932.9,hourly_chronological
990,2020-08-11 05:00:00,2020-08-11,2020,8,11,Tuesday,6,summer,4237.601753000001,0.95,4025.7,hourly_chronological
991,2020-08-11 06:00:00,2020-08-11,2020,8,11,Tuesday,7,summer,4517.594611,0.95,4291.7,hourly_chronological
992,2020-08-11 07:00:00,2020-08-11,2020,8,11,Tuesday,8,summer,4923.265842,0.95,4677.1,hourly_chronological
993,2020-08-11 08:00:00,2020-08-11,2020,8,11,Tuesday,9,summer,5359.63375,0.95,5091.7,hourly_chronological
994,2020-08-11 09:00:00,2020-08-11,2020,8,11,Tuesday,10,summer,5817.881646,0.95,5527.0,hourly_chronological
995,2020-08-11 10:00:00,2020-08-11,2020,8,11,Tuesday,11,summer,6269.69957,0.95,5956.2,hourly_chronological
996,2020-08-11 11:00:00,2020-08-11,2020,8,11,Tuesday,12,summer,6735.486373,0.95,6398.7,hourly_chronological
997,2020-08-11 12:00:00,2020-08-11,2020,8,11,Tuesday,13,summer,7179.538103,0.95,6820.6,hourly_chronological
998,2020-08-11 13:00:00,2020-08-11,2020,8,11,Tuesday,14,summer,7498.323208,0.95,7123.4,hourly_chronological
999,2020-08-11 14:00:00,2020-08-11,2020,8,11,Tuesday,15,summer,7749.846674,0.95,7362.4,hourly_chronological
1000,2020-08-11 15:00:00,2020-08-11,2020,8,11,Tuesday,16,summer,7808.9573550000005,0.95,7418.5,hourly_chronological
1001,2020-08-11 16:00:00,2020-08-11,2020,8,11,Tuesday,17,summer,7590.530113999999,0.95,7211.0,hourly_chronological
1002,2020-08-11 17:00:00,2020-08-11,2020,8,11,Tuesday,18,summer,7194.576437,0.95,6834.8,hourly_chronological
1003,2020-08-11 18:00:00,2020-08-11,2020,8,11,Tuesday,19,summer,6874.256776,0.95,6530.5,hourly_chronological
1004,2020-08-11 19:00:00,2020-08-11,2020,8,11,Tuesday,20,summer,6741.179047,0.95,6404.1,hourly_chronological
1005,2020-08-11 20:00:00,2020-08-11,2020,8,11,Tuesday,21,summer,6306.332318999999,0.95,5991.0,hourly_chronological
1006,2020-08-11 21:00:00,2020-08-11,2020,8,11,Tuesday,22,summer,5710.338439,0.95,5424.8,hourly_chronological
1007,2020-08-11 22:00:00,2020-08-11,2020,8,11,Tuesday,23,summer,5188.126735,0.95,4928.7,hourly_chronological
1008,2020-08-11 23:00:00,2020-08-11,2020,8,11,Tuesday,24,summer,4797.592125,0.95,4557.7,hourly_chronological
1009,2020-08-12 00:00:00,2020-08-12,2020,8,12,Wednesday,1,summer,4528.213152,0.95,4301.8,hourly_chronological
1010,2020-08-12 01:00:00,2020-08-12,2020,8,12,Wednesday,2,summer,4347.147014,0.95,4129.8,hourly_chronological
1011,2020-08-12 02:00:00,2020-08-12,2020,8,12,Wednesday,3,summer,4247.934293,0.95,4035.5,hourly_chronological
1012,2020-08-12 03:00:00,2020-08-12,2020,8,12,Wednesday,4,summer,4236.1232789999995,0.95,4024.3,hourly_chronological
1013,2020-08-12 04:00:00,2020-08-12,2020,8,12,Wednesday,5,summer,4316.366116,0.95,4100.5,hourly_chronological
1014,2020-08-12 05:00:00,2020-08-12,2020,8,12,Wednesday,6,summer,4414.906997,0.95,4194.2,hourly_chronological
1015,2020-08-12 06:00:00,2020-08-12,2020,8,12,Wednesday,7,summer,4684.015056,0.95,4449.8,hourly_chronological
1016,2020-08-12 07:00:00,2020-08-12,2020,8,12,Wednesday,8,summer,5047.969874,0.95,4795.6,hourly_chronological
1017,2020-08-12 08:00:00,2020-08-12,2020,8,12,Wednesday,9,summer,5450.313569,0.95,5177.8,hourly_chronological
1018,2020-08-12 09:00:00,2020-08-12,2020,8,12,Wednesday,10,summer,5916.267689,0.95,5620.5,hourly_chronological
1019,2020-08-12 10:00:00,2020-08-12,2020,8,12,Wednesday,11,summer,6382.057868999999,0.95,6063.0,hourly_chronological
1020,2020-08-12 11:00:00,2020-08-12,2020,8,12,Wednesday,12,summer,6709.392926999999,0.95,6373.9,hourly_chronological
1021,2020-08-12 12:00:00,2020-08-12,2020,8,12,Wednesday,13,summer,7230.717921000001,0.95,6869.2,hourly_chronological
1022,2020-08-12 13:00:00,2020-08-12,2020,8,12,Wednesday,14,summer,7619.525434000001,0.95,7238.5,hourly_chronological
1023,2020-08-12 14:00:00,2020-08-12,2020,8,12,Wednesday,15,summer,7934.684658,0.95,7538.0,hourly_chronological
1024,2020-08-12 15:00:00,2020-08-12,2020,8,12,Wednesday,16,summer,7820.823635,0.95,7429.8,hourly_chronological
1025,2020-08-12 16:00:00,2020-08-12,2020,8,12,Wednesday,17,summer,7539.803561,0.95,7162.8,hourly_chronological
1026,2020-08-12 17:00:00,2020-08-12,2020,8,12,Wednesday,18,summer,6987.338694,0.95,6638.0,hourly_chronological
1027,2020-08-12 18:00:00,2020-08-12,2020,8,12,Wednesday,19,summer,6783.197151,0.95,6444.0,hourly_chronological
1028,2020-08-12 19:00:00,2020-08-12,2020,8,12,Wednesday,20,summer,6690.00424,0.95,6355.5,hourly_chronological
1029,2020-08-12 20:00:00,2020-08-12,2020,8,12,Wednesday,21,summer,6279.308050000001,0.95,5965.3,hourly_chronological
1030,2020-08-12 21:00:00,2020-08-12,2020,8,12,Wednesday,22,summer,5737.384668,0.95,5450.5,hourly_chronological
1031,2020-08-12 22:00:00,2020-08-12,2020,8,12,Wednesday,23,summer,5180.936633,0.95,4921.9,hourly_chronological
1032,2020-08-12 23:00:00,2020-08-12,2020,8,12,Wednesday,24,summer,4789.864821,0.95,4550.4,hourly_chronological
1033,2020-08-13 00:00:00,2020-08-13,2020,8,13,Thursday,1,summer,4542.627991,0.95,4315.5,hourly_chronological
1034,2020-08-13 01:00:00,2020-08-13,2020,8,13,Thursday,2,summer,4371.727156,0.95,4153.1,hourly_chronological
1035,2020-08-13 02:00:00,2020-08-13,2020,8,13,Thursday,3,summer,4286.005614,0.95,4071.7,hourly_chronological
1036,2020-08-13 03:00:00,2020-08-13,2020,8,13,Thursday,4,summer,4287.920406,0.95,4073.5,hourly_chronological
1037,2020-08-13 04:00:00,2020-08-13,2020,8,13,Thursday,5,summer,4379.517957999999,0.95,4160.5,hourly_chronological
1038,2020-08-13 05:00:00,2020-08-13,2020,8,13,Thursday,6,summer,4490.069877,0.95,4265.6,hourly_chronological
1039,2020-08-13 06:00:00,2020-08-13,2020,8,13,Thursday,7,summer,4807.144187,0.95,4566.8,hourly_chronological
1040,2020-08-13 07:00:00,2020-08-13,2020,8,13,Thursday,8,summer,5293.474204,0.95,5028.8,hourly_chronological
1041,2020-08-13 08:00:00,2020-08-13,2020,8,13,Thursday,9,summer,5743.5253,0.95,5456.3,hourly_chronological
1042,2020-08-13 09:00:00,2020-08-13,2020,8,13,Thursday,10,summer,6202.1576749999995,0.95,5892.0,hourly_chronological
1043,2020-08-13 10:00:00,2020-08-13,2020,8,13,Thursday,11,summer,6649.154135,0.95,6316.7,hourly_chronological
1044,2020-08-13 11:00:00,2020-08-13,2020,8,13,Thursday,12,summer,7124.78869,0.95,6768.5,hourly_chronological
1045,2020-08-13 12:00:00,2020-08-13,2020,8,13,Thursday,13,summer,7526.719649999999,0.95,7150.4,hourly_chronological
1046,2020-08-13 13:00:00,2020-08-13,2020,8,13,Thursday,14,summer,7828.442123999999,0.95,7437.0,hourly_chronological
1047,2020-08-13 14:00:00,2020-08-13,2020,8,13,Thursday,15,summer,8013.841557,0.95,7613.1,hourly_chronological
1048,2020-08-13 15:00:00,2020-08-13,2020,8,13,Thursday,16,summer,8017.5248520000005,0.95,7616.6,hourly_chronological
1049,2020-08-13 16:00:00,2020-08-13,2020,8,13,Thursday,17,summer,7728.416057,0.95,7342.0,hourly_chronological
1050,2020-08-13 17:00:00,2020-08-13,2020,8,13,Thursday,18,summer,7163.653268,0.95,6805.5,hourly_chronological
1051,2020-08-13 18:00:00,2020-08-13,2020,8,13,Thursday,19,summer,6851.825613,0.95,6509.2,hourly_chronological
1052,2020-08-13 19:00:00,2020-08-13,2020,8,13,Thursday,20,summer,6709.29731,0.95,6373.8,hourly_chronological
1053,2020-08-13 20:00:00,2020-08-13,2020,8,13,Thursday,21,summer,6297.128092,0.95,5982.3,hourly_chronological
1054,2020-08-13 21:00:00,2020-08-13,2020,8,13,Thursday,22,summer,5741.86403,0.95,5454.8,hourly_chronological
1055,2020-08-13 22:00:00,2020-08-13,2020,8,13,Thursday,23,summer,5238.056965,0.95,4976.2,hourly_chronological
1056,2020-08-13 23:00:00,2020-08-13,2020,8,13,Thursday,24,summer,4860.668742,0.95,4617.6,hourly_chronological
1057,2020-08-14 00:00:00,2020-08-14,2020,8,14,Friday,1,summer,4608.2177520000005,0.95,4377.8,hourly_chronological
1058,2020-08-14 01:00:00,2020-08-14,2020,8,14,Friday,2,summer,4423.418211,0.95,4202.2,hourly_chronological
1059,2020-08-14 02:00:00,2020-08-14,2020,8,14,Friday,3,summer,4311.542012999999,0.95,4096.0,hourly_chronological
1060,2020-08-14 03:00:00,2020-08-14,2020,8,14,Friday,4,summer,4302.173751,0.95,4087.1,hourly_chronological
1061,2020-08-14 04:00:00,2020-08-14,2020,8,14,Friday,5,summer,4385.7923279999995,0.95,4166.5,hourly_chronological
1062,2020-08-14 05:00:00,2020-08-14,2020,8,14,Friday,6,summer,4486.381345,0.95,4262.1,hourly_chronological
1063,2020-08-14 06:00:00,2020-08-14,2020,8,14,Friday,7,summer,4786.995631,0.95,4547.6,hourly_chronological
1064,2020-08-14 07:00:00,2020-08-14,2020,8,14,Friday,8,summer,5217.785965,0.95,4956.9,hourly_chronological
1065,2020-08-14 08:00:00,2020-08-14,2020,8,14,Friday,9,summer,5660.167637,0.95,5377.2,hourly_chronological
1066,2020-08-14 09:00:00,2020-08-14,2020,8,14,Friday,10,summer,6109.580963,0.95,5804.1,hourly_chronological
1067,2020-08-14 10:00:00,2020-08-14,2020,8,14,Friday,11,summer,6633.139852,0.95,6301.5,hourly_chronological
1068,2020-08-14 11:00:00,2020-08-14,2020,8,14,Friday,12,summer,6889.327671999999,0.95,6544.9,hourly_chronological
1069,2020-08-14 12:00:00,2020-08-14,2020,8,14,Friday,13,summer,7189.259398,0.95,6829.8,hourly_chronological
1070,2020-08-14 13:00:00,2020-08-14,2020,8,14,Friday,14,summer,7484.011711,0.95,7109.8,hourly_chronological
1071,2020-08-14 14:00:00,2020-08-14,2020,8,14,Friday,15,summer,7671.490129,0.95,7287.9,hourly_chronological
1072,2020-08-14 15:00:00,2020-08-14,2020,8,14,Friday,16,summer,7657.126757,0.95,7274.3,hourly_chronological
1073,2020-08-14 16:00:00,2020-08-14,2020,8,14,Friday,17,summer,7413.583962000001,0.95,7042.9,hourly_chronological
1074,2020-08-14 17:00:00,2020-08-14,2020,8,14,Friday,18,summer,6969.719109,0.95,6621.2,hourly_chronological
1075,2020-08-14 18:00:00,2020-08-14,2020,8,14,Friday,19,summer,6569.861019999999,0.95,6241.4,hourly_chronological
1076,2020-08-14 19:00:00,2020-08-14,2020,8,14,Friday,20,summer,6435.327324,0.95,6113.6,hourly_chronological
1077,2020-08-14 20:00:00,2020-08-14,2020,8,14,Friday,21,summer,6045.411438,0.95,5743.1,hourly_chronological
1078,2020-08-14 21:00:00,2020-08-14,2020,8,14,Friday,22,summer,5562.269228,0.95,5284.2,hourly_chronological
1079,2020-08-14 22:00:00,2020-08-14,2020,8,14,Friday,23,summer,5072.059186,0.95,4818.5,hourly_chronological
1080,2020-08-14 23:00:00,2020-08-14,2020,8,14,Friday,24,summer,4647.6961630000005,0.95,4415.3,hourly_chronological
1081,2020-08-15 00:00:00,2020-08-15,2020,8,15,Saturday,1,summer,4454.875558,0.95,4232.1,hourly_chronological
1082,2020-08-15 01:00:00,2020-08-15,2020,8,15,Saturday,2,summer,4236.938615,0.95,4025.1,hourly_chronological
1083,2020-08-15 02:00:00,2020-08-15,2020,8,15,Saturday,3,summer,4128.67447,0.95,3922.2,hourly_chronological
1084,2020-08-15 03:00:00,2020-08-15,2020,8,15,Saturday,4,summer,4084.1150399999997,0.95,3879.9,hourly_chronological
1085,2020-08-15 04:00:00,2020-08-15,2020,8,15,Saturday,5,summer,4085.3950200000004,0.95,3881.1,hourly_chronological
1086,2020-08-15 05:00:00,2020-08-15,2020,8,15,Saturday,6,summer,4037.4432509999997,0.95,3835.6,hourly_chronological
1087,2020-08-15 06:00:00,2020-08-15,2020,8,15,Saturday,7,summer,4233.676252,0.95,4022.0,hourly_chronological
1088,2020-08-15 07:00:00,2020-08-15,2020,8,15,Saturday,8,summer,4416.205341,0.95,4195.4,hourly_chronological
1089,2020-08-15 08:00:00,2020-08-15,2020,8,15,Saturday,9,summer,5060.3357209999995,0.95,4807.3,hourly_chronological
1090,2020-08-15 09:00:00,2020-08-15,2020,8,15,Saturday,10,summer,5388.027083999999,0.95,5118.6,hourly_chronological
1091,2020-08-15 10:00:00,2020-08-15,2020,8,15,Saturday,11,summer,5710.6396,0.95,5425.1,hourly_chronological
1092,2020-08-15 11:00:00,2020-08-15,2020,8,15,Saturday,12,summer,5985.054194,0.95,5685.8,hourly_chronological
1093,2020-08-15 12:00:00,2020-08-15,2020,8,15,Saturday,13,summer,6204.452855,0.95,5894.2,hourly_chronological
1094,2020-08-15 13:00:00,2020-08-15,2020,8,15,Saturday,14,summer,6443.0130739999995,0.95,6120.9,hourly_chronological
1095,2020-08-15 14:00:00,2020-08-15,2020,8,15,Saturday,15,summer,6587.812803,0.95,6258.4,hourly_chronological
1096,2020-08-15 15:00:00,2020-08-15,2020,8,15,Saturday,16,summer,6627.0486120000005,0.95,6295.7,hourly_chronological
1097,2020-08-15 16:00:00,2020-08-15,2020,8,15,Saturday,17,summer,6500.8065289999995,0.95,6175.8,hourly_chronological
1098,2020-08-15 17:00:00,2020-08-15,2020,8,15,Saturday,18,summer,6112.72465,0.95,5807.1,hourly_chronological
1099,2020-08-15 18:00:00,2020-08-15,2020,8,15,Saturday,19,summer,5881.724556000001,0.95,5587.6,hourly_chronological
1100,2020-08-15 19:00:00,2020-08-15,2020,8,15,Saturday,20,summer,5809.536907,0.95,5519.1,hourly_chronological
1101,2020-08-15 20:00:00,2020-08-15,2020,8,15,Saturday,21,summer,5482.8808819999995,0.95,5208.7,hourly_chronological
1102,2020-08-15 21:00:00,2020-08-15,2020,8,15,Saturday,22,summer,5134.5417640000005,0.95,4877.8,hourly_chronological
1103,2020-08-15 22:00:00,2020-08-15,2020,8,15,Saturday,23,summer,4762.4411470000005,0.95,4524.3,hourly_chronological
1104,2020-08-15 23:00:00,2020-08-15,2020,8,15,Saturday,24,summer,4464.229451,0.95,4241.0,hourly_chronological
1105,2020-08-16 00:00:00,2020-08-16,2020,8,16,Sunday,1,summer,4258.333278,0.95,4045.4,hourly_chronological
1106,2020-08-16 01:00:00,2020-08-16,2020,8,16,Sunday,2,summer,4099.529162999999,0.95,3894.6,hourly_chronological
1107,2020-08-16 02:00:00,2020-08-16,2020,8,16,Sunday,3,summer,3995.517797,0.95,3795.7,hourly_chronological
1108,2020-08-16 03:00:00,2020-08-16,2020,8,16,Sunday,4,summer,3939.44862,0.95,3742.5,hourly_chronological
1109,2020-08-16 04:00:00,2020-08-16,2020,8,16,Sunday,5,summer,3916.406346,0.95,3720.6,hourly_chronological
1110,2020-08-16 05:00:00,2020-08-16,2020,8,16,Sunday,6,summer,3842.374092,0.95,3650.3,hourly_chronological
1111,2020-08-16 06:00:00,2020-08-16,2020,8,16,Sunday,7,summer,3979.8215490000002,0.95,3780.8,hourly_chronological
1112,2020-08-16 07:00:00,2020-08-16,2020,8,16,Sunday,8,summer,4285.406713,0.95,4071.1,hourly_chronological
1113,2020-08-16 08:00:00,2020-08-16,2020,8,16,Sunday,9,summer,4651.440597000001,0.95,4418.9,hourly_chronological
1114,2020-08-16 09:00:00,2020-08-16,2020,8,16,Sunday,10,summer,5052.941936,0.95,4800.3,hourly_chronological
1115,2020-08-16 10:00:00,2020-08-16,2020,8,16,Sunday,11,summer,5442.436835,0.95,5170.3,hourly_chronological
1116,2020-08-16 11:00:00,2020-08-16,2020,8,16,Sunday,12,summer,5795.4567019999995,0.95,5505.7,hourly_chronological
1117,2020-08-16 12:00:00,2020-08-16,2020,8,16,Sunday,13,summer,6065.315455,0.95,5762.0,hourly_chronological
1118,2020-08-16 13:00:00,2020-08-16,2020,8,16,Sunday,14,summer,6305.263196,0.95,5990.0,hourly_chronological
1119,2020-08-16 14:00:00,2020-08-16,2020,8,16,Sunday,15,summer,6446.820924,0.95,6124.5,hourly_chronological
1120,2020-08-16 15:00:00,2020-08-16,2020,8,16,Sunday,16,summer,6546.50765,0.95,6219.2,hourly_chronological
1121,2020-08-16 16:00:00,2020-08-16,2020,8,16,Sunday,17,summer,6462.558833,0.95,6139.4,hourly_chronological
1122,2020-08-16 17:00:00,2020-08-16,2020,8,16,Sunday,18,summer,6238.988458,0.95,5927.0,hourly_chronological
1123,2020-08-16 18:00:00,2020-08-16,2020,8,16,Sunday,19,summer,6055.396086999999,0.95,5752.6,hourly_chronological
1124,2020-08-16 19:00:00,2020-08-16,2020,8,16,Sunday,20,summer,6037.651216,0.95,5735.8,hourly_chronological
1125,2020-08-16 20:00:00,2020-08-16,2020,8,16,Sunday,21,summer,5686.456181,0.95,5402.1,hourly_chronological
1126,2020-08-16 21:00:00,2020-08-16,2020,8,16,Sunday,22,summer,5227.300006,0.95,4965.9,hourly_chronological
1127,2020-08-16 22:00:00,2020-08-16,2020,8,16,Sunday,23,summer,4791.232894,0.95,4551.7,hourly_chronological
1128,2020-08-16 23:00:00,2020-08-16,2020,8,16,Sunday,24,summer,4495.677267,0.95,4270.9,hourly_chronological
1129,2020-08-17 00:00:00,2020-08-17,2020,8,17,Monday,1,summer,4308.615097,0.95,4093.2,hourly_chronological
1130,2020-08-17 01:00:00,2020-08-17,2020,8,17,Monday,2,summer,4185.6029,0.95,3976.3,hourly_chronological
1131,2020-08-17 02:00:00,2020-08-17,2020,8,17,Monday,3,summer,4111.30147,0.95,3905.7,hourly_chronological
1132,2020-08-17 03:00:00,2020-08-17,2020,8,17,Monday,4,summer,4114.686739000001,0.95,3909.0,hourly_chronological
1133,2020-08-17 04:00:00,2020-08-17,2020,8,17,Monday,5,summer,4211.743147,0.95,4001.2,hourly_chronological
1134,2020-08-17 05:00:00,2020-08-17,2020,8,17,Monday,6,summer,4343.450472,0.95,4126.3,hourly_chronological
1135,2020-08-17 06:00:00,2020-08-17,2020,8,17,Monday,7,summer,4620.631498,0.95,4389.6,hourly_chronological
1136,2020-08-17 07:00:00,2020-08-17,2020,8,17,Monday,8,summer,5009.556092,0.95,4759.1,hourly_chronological
1137,2020-08-17 08:00:00,2020-08-17,2020,8,17,Monday,9,summer,5244.688069,0.95,4982.5,hourly_chronological
1138,2020-08-17 09:00:00,2020-08-17,2020,8,17,Monday,10,summer,5828.96569,0.95,5537.5,hourly_chronological
1139,2020-08-17 10:00:00,2020-08-17,2020,8,17,Monday,11,summer,6220.2829919999995,0.95,5909.3,hourly_chronological
1140,2020-08-17 11:00:00,2020-08-17,2020,8,17,Monday,12,summer,6582.196176,0.95,6253.1,hourly_chronological
1141,2020-08-17 12:00:00,2020-08-17,2020,8,17,Monday,13,summer,6856.440136,0.95,6513.6,hourly_chronological
1142,2020-08-17 13:00:00,2020-08-17,2020,8,17,Monday,14,summer,7101.887706,0.95,6746.8,hourly_chronological
1143,2020-08-17 14:00:00,2020-08-17,2020,8,17,Monday,15,summer,7247.324759,0.95,6885.0,hourly_chronological
1144,2020-08-17 15:00:00,2020-08-17,2020,8,17,Monday,16,summer,7228.928054,0.95,6867.5,hourly_chronological
1145,2020-08-17 16:00:00,2020-08-17,2020,8,17,Monday,17,summer,6933.387645999999,0.95,6586.7,hourly_chronological
1146,2020-08-17 17:00:00,2020-08-17,2020,8,17,Monday,18,summer,6471.243402,0.95,6147.7,hourly_chronological
1147,2020-08-17 18:00:00,2020-08-17,2020,8,17,Monday,19,summer,6224.651062,0.95,5913.4,hourly_chronological
1148,2020-08-17 19:00:00,2020-08-17,2020,8,17,Monday,20,summer,6117.48343,0.95,5811.6,hourly_chronological
1149,2020-08-17 20:00:00,2020-08-17,2020,8,17,Monday,21,summer,5738.064171,0.95,5451.2,hourly_chronological
1150,2020-08-17 21:00:00,2020-08-17,2020,8,17,Monday,22,summer,5250.447998,0.95,4987.9,hourly_chronological
1151,2020-08-17 22:00:00,2020-08-17,2020,8,17,Monday,23,summer,4816.1804010000005,0.95,4575.4,hourly_chronological
1152,2020-08-17 23:00:00,2020-08-17,2020,8,17,Monday,24,summer,4480.198732,0.95,4256.2,hourly_chronological
1153,2020-08-18 00:00:00,2020-08-18,2020,8,18,Tuesday,1,summer,4277.417828,0.95,4063.5,hourly_chronological
1154,2020-08-18 01:00:00,2020-08-18,2020,8,18,Tuesday,2,summer,4126.788004,0.95,3920.4,hourly_chronological
1155,2020-08-18 02:00:00,2020-08-18,2020,8,18,Tuesday,3,summer,4039.48515,0.95,3837.5,hourly_chronological
1156,2020-08-18 03:00:00,2020-08-18,2020,8,18,Tuesday,4,summer,4038.078885,0.95,3836.2,hourly_chronological
1157,2020-08-18 04:00:00,2020-08-18,2020,8,18,Tuesday,5,summer,4146.438524,0.95,3939.1,hourly_chronological
1158,2020-08-18 05:00:00,2020-08-18,2020,8,18,Tuesday,6,summer,4279.766648000001,0.95,4065.8,hourly_chronological
1159,2020-08-18 06:00:00,2020-08-18,2020,8,18,Tuesday,7,summer,4516.065898,0.95,4290.3,hourly_chronological
1160,2020-08-18 07:00:00,2020-08-18,2020,8,18,Tuesday,8,summer,4829.436506,0.95,4588.0,hourly_chronological
1161,2020-08-18 08:00:00,2020-08-18,2020,8,18,Tuesday,9,summer,5129.086706,0.95,4872.6,hourly_chronological
1162,2020-08-18 09:00:00,2020-08-18,2020,8,18,Tuesday,10,summer,5428.898024,0.95,5157.5,hourly_chronological
1163,2020-08-18 10:00:00,2020-08-18,2020,8,18,Tuesday,11,summer,5740.3914110000005,0.95,5453.4,hourly_chronological
1164,2020-08-18 11:00:00,2020-08-18,2020,8,18,Tuesday,12,summer,6028.7259109999995,0.95,5727.3,hourly_chronological
1165,2020-08-18 12:00:00,2020-08-18,2020,8,18,Tuesday,13,summer,6306.79762,0.95,5991.5,hourly_chronological
1166,2020-08-18 13:00:00,2020-08-18,2020,8,18,Tuesday,14,summer,6568.303648,0.95,6239.9,hourly_chronological
1167,2020-08-18 14:00:00,2020-08-18,2020,8,18,Tuesday,15,summer,6761.128911,0.95,6423.1,hourly_chronological
1168,2020-08-18 15:00:00,2020-08-18,2020,8,18,Tuesday,16,summer,6842.425909,0.95,6500.3,hourly_chronological
1169,2020-08-18 16:00:00,2020-08-18,2020,8,18,Tuesday,17,summer,6711.7739090000005,0.95,6376.2,hourly_chronological
1170,2020-08-18 17:00:00,2020-08-18,2020,8,18,Tuesday,18,summer,6369.106962999999,0.95,6050.7,hourly_chronological
1171,2020-08-18 18:00:00,2020-08-18,2020,8,18,Tuesday,19,summer,6165.820838,0.95,5857.5,hourly_chronological
1172,2020-08-18 19:00:00,2020-08-18,2020,8,18,Tuesday,20,summer,6094.129056000001,0.95,5789.4,hourly_chronological
1173,2020-08-18 20:00:00,2020-08-18,2020,8,18,Tuesday,21,summer,5733.832286999999,0.95,5447.1,hourly_chronological
1174,2020-08-18 21:00:00,2020-08-18,2020,8,18,Tuesday,22,summer,5214.6413999999995,0.95,4953.9,hourly_chronological
1175,2020-08-18 22:00:00,2020-08-18,2020,8,18,Tuesday,23,summer,4780.133603,0.95,4541.1,hourly_chronological
1176,2020-08-18 23:00:00,2020-08-18,2020,8,18,Tuesday,24,summer,4454.362659,0.95,4231.6,hourly_chronological
1177,2020-08-19 00:00:00,2020-08-19,2020,8,19,Wednesday,1,summer,4248.970976,0.95,4036.5,hourly_chronological
1178,2020-08-19 01:00:00,2020-08-19,2020,8,19,Wednesday,2,summer,4107.293696000001,0.95,3901.9,hourly_chronological
1179,2020-08-19 02:00:00,2020-08-19,2020,8,19,Wednesday,3,summer,4028.96869,0.95,3827.5,hourly_chronological
1180,2020-08-19 03:00:00,2020-08-19,2020,8,19,Wednesday,4,summer,4028.1340690000006,0.95,3826.7,hourly_chronological
1181,2020-08-19 04:00:00,2020-08-19,2020,8,19,Wednesday,5,summer,4127.129736,0.95,3920.8,hourly_chronological
1182,2020-08-19 05:00:00,2020-08-19,2020,8,19,Wednesday,6,summer,4259.150323,0.95,4046.2,hourly_chronological
1183,2020-08-19 06:00:00,2020-08-19,2020,8,19,Wednesday,7,summer,4533.560871,0.95,4306.9,hourly_chronological
1184,2020-08-19 07:00:00,2020-08-19,2020,8,19,Wednesday,8,summer,4856.481454,0.95,4613.7,hourly_chronological
1185,2020-08-19 08:00:00,2020-08-19,2020,8,19,Wednesday,9,summer,5221.687342,0.95,4960.6,hourly_chronological
1186,2020-08-19 09:00:00,2020-08-19,2020,8,19,Wednesday,10,summer,5572.717305,0.95,5294.1,hourly_chronological
1187,2020-08-19 10:00:00,2020-08-19,2020,8,19,Wednesday,11,summer,5922.63525,0.95,5626.5,hourly_chronological
